id|position|lastName|name|age|Unnamed: 0|gender|country|image|Source|worth|worthChange|realTimeWorth
2131|60.0|moRDASHov|alexey MORdashov|52 years old|111|M|None|https://specials-images.forbesimg.com/imageserve/5a808e7a4bbe6f2652f53d31/416x416.jpg?background=000000&cropX1=846&cropX2=3515&cropY1=0&cropY2=2667|Metals & Mining  ==> steel, investments|18.7 BUSD|0.0 millions USD|
4644|61.0|lEE|lEE KUN-HEE|76 years old|112|None|South Korea|https://specials-images.forbesimg.com/imageserve/58f8d8e84bbe6f1aff4612ef/416x416.jpg?background=000000&cropX1=0&cropX2=705&cropY1=31&cropY2=737|Diversified  ==> Samsung|18.6 BUSD|0.0 millions USD|
7059|62.0|MITTAL|lAKSHMI MITTAl|68 years old|113|None|India|https://specials-images.forbesimg.com/imageserve/59cbfbf5a7ea434a34f46a72/416x416.jpg?background=000000&cropX1=15&cropX2=2362&cropY1=10&cropY2=2359|Metals & Mining  ==> steel|18.5 BUSD|0.001 millions USD|
5986|63.0|waNG|waNG WEI|48 years old|114|Male|None|https://specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropX1=1243&cropX2=2927&cropY1=150&cropY2=1834|Service  ==> package delivery|18.2 BUSD|0.0 millions USD|
4906|64.0|MIKHELSON|leonid MIKHELSon|62 years old|115|M|None|https://specials-images.forbesimg.com/imageserve/5a80ab314bbe6f2652f53efa/416x416.jpg?background=000000&cropX1=654&cropX2=3172&cropY1=5&cropY2=2522|Energy  ==> gas, chemicals|18.0 BUSD|0.0 millions USD|
2670|65.0|SIRIVADHANABHAkdi|cHAROEN SIRIVADHAnabhakdi|74 years old|116|M|None|https://specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829|Food and Beverage  ==> drinks, real estate|17.9 BUSD|0.0 millions USD|
2010|66.0|miSTRy|PALLONJI MIStry|89 years old|117|M|None|https://specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744|Construction & Engineering  ==> construction|17.8 BUSD|0.0 millions USD|
2380|67.0|DALIO|ray DALIO|68 years old|118|Male|None|https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=777&cropX2=3143&cropY1=114&cropY2=2478|Finance and Investments  ==> hedge funds|17.7 BUSD|0.0 millions USD|
8836|68.0|takIZAKI|taKEMITSU TAKIZAKI|73 years old|119|Male|None|https://specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860|Manufacturing  ==> sensors|17.5 BUSD|0.0 millions USD|
1312|69.0|DING|willIAM DIng|46 years old|120|M|China|https://specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropX1=4&cropX2=1672&cropY1=396&cropY2=2063|Technology  ==> online games|17.4 BUSD|0.0 millions USD|
1496|70.0|haRTONO|r. BUDI HARTONO|77 years old|121|M|Indonesia|https://specials-images.forbesimg.com/imageserve/b8d46ef97d58d450be629bd0fddc9a6e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754|Finance and Investments  ==> banking, tobacco|17.4 BUSD|0.0 millions USD|
7030|71.0|rINEHART|giNA RINEHART|64 years old|122|None|None|https://specials-images.forbesimg.com/imageserve/59f73f7831358e542c046b65/416x416.jpg?background=000000&cropX1=211&cropX2=1123&cropY1=82&cropY2=995|Metals & Mining  ==> mining|17.4 BUSD|-1.2570000000000001 millions USD|
4004|72.0|larrea MOTA velasco|german lARREA MOTA VElasco|64 years old|123|M|None|https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069|Metals & Mining  ==> mining|17.3 BUSD|0.0 millions USD|
2081|73.0|ICAHN|carl ICAHN|82 years old|124|None|United States|https://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=74&cropX2=744&cropY1=74&cropY2=744|Finance and Investments  ==> investments|16.8 BUSD|0.0 millions USD|
2907|74.0|peRSSon|stefAN PErsson|70 years old|125|M|None|https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015|Fashion & Retail  ==> H&M|16.8 BUSD|0.0 millions USD|
4765|75.0|hARTONo|mICHAEL HArtono|78 years old|126|M|Indonesia|https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015|Manufacturing  ==> banking, tobacco|16.7 BUSD|0.0 millions USD|
5287|76.0|LAU|josEPH LAU|66 years old|127|M|None|https://specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropX1=125&cropX2=1076&cropY1=81&cropY2=1033|Real Estate  ==> real estate|16.7 BUSD|-0.001 millions USD|
2609|77.0|KWOK|thomaS & RAYMOND kwok||128|Male|Hong Kong|https://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915|Real Estate  ==> real estate|16.5 BUSD|0.0 millions USD|
2776|78.0|aleKPERov|vagiT ALEKPEROv|67 years old|129|M|None|https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658|Energy  ==> oil|16.4 BUSD|0.0 millions USD|
3093|79.0|RATCLIFFe|JAMES RATCLIFFe|65 years old|130|M|United Kingdom|https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608|Manufacturing  ==> chemicals|16.4 BUSD|0.0 millions USD|
4235|80.0|BREN|doNALD Bren|86 years old|131|Male|None|https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556|Real Estate  ==> real estate|16.3 BUSD|0.0 millions USD|
1292|81.0|FONTBONA|iris FONTbona|75 years old|132|F|None|https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556|Metals & Mining  ==> mining|16.3 BUSD|0.0 millions USD|
8141|82.0|tiMCHENko|gennady TImchenko|65 years old|133|M|None|https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990|Energy  ==> oil, gas|16.0 BUSD|0.0 millions USD|
6682|83.0|johNSon|abigaIL Johnson|56 years old|134|F|United States|https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621|Finance and Investments  ==> money management|15.9 BUSD|0.0 millions USD|
8878|84.0|poTANin|VLADIMIR Potanin|57 years old|135|M|Russia|https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181|Metals & Mining  ==> metals|15.9 BUSD|0.0 millions USD|
1640|85.0|walTOn|lukAS WALTOn|1988|136|M|None|https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181|Fashion & Retail  ==> Walmart|15.9 BUSD|0.0 millions USD|
4061|86.0|de caRVALHO-HEineken|cHARLENE DE CARVALHo-heineken|63 years old|137|None|None|https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropX1=0&cropX2=3280&cropY1=887&cropY2=4168|Food and Beverage  ==> Heineken|15.8 BUSD|0.0 millions USD|
8747|87.0|ZHANG|zhANG ZHIDOng|46 years old|138|M|None|https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762|Technology  ==> internet media|15.6 BUSD|0.0 millions USD|
2625|88.0|KELLNER|petr KELLNER|54 years old|139|None|None|https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694|Finance and Investments  ==> banking|15.5 BUSD|0.0 millions USD|
2352|89.0|MELNICHenko|andrey meLNIChenko|46 years old|140|None|Russia|https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656|Energy  ==> coal, fertilizers|15.5 BUSD|0.303 millions USD|
6060|90.0|reUBEN|dAVID & SIMON REUBen||141|M|None|https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543|Real Estate  ==> investments, real estate|15.5 BUSD|0.0 millions USD|
8551|91.0|kuEHNE|KLAUS-MICHAEL KUEHNe|81 years old|142|M|None|https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760|Logistics  ==> shipping|15.3 BUSD|0.0 millions USD|
5574|92.0|lI|li sHUFu|55 years old|143|Male|None|https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377|Automotive  ==> automobiles|15.3 BUSD|0.0 millions USD|
8996|93.0|friDMAN|mikHAIL Fridman|54 years old|144|None|None|https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropX1=534&cropX2=3793&cropY1=7&cropY2=3263|Energy  ==> oil, banking, telecom|15.1 BUSD|0.001 millions USD|
